№корня;Корень;Наименование;Наименование;
12;Электроника;Автотовары;Автомобильные пылесосы
12;Электроника;Автотовары;Портативные холодильники
12;Электроника;Автотовары;Колонки
12;Электроника;Автотовары;Усилители
12;Электроника;Автотовары;Автоаксессуары
12;Электроника;Аксессуары для телевизоров, аудио, видео;Tумбы, стойки и кронштейны для телевизоров
12;Электроника;Аксессуары для телевизоров, аудио, видео;Электропитание
12;Электроника;Аксессуары для телевизоров, аудио, видео;Кабели и переходники
12;Электроника;Аксессуары для телевизоров, аудио, видео;Спутниковое, цифровое, кабельное TВ
12;Электроника;Аксессуары для телевизоров, аудио, видео;TВ-Антенны
12;Электроника;Аксессуары для телевизоров, аудио, видео;Наушники и гарнитуры
12;Электроника;Аксессуары для телевизоров, аудио, видео;Информационные носители
12;Электроника;Аксессуары для телевизоров, аудио, видео;Пульты
12;Электроника;Аксессуары для телевизоров, аудио, видео;Микрофоны
12;Электроника;Аксессуары для телевизоров, аудио, видео;Элементы питания
12;Электроника;Аксессуары для телевизоров, аудио, видео;Средства для ухода за электроникой
12;Электроника;Аксессуары для телевизоров, аудио, видео;Хранение дисков CD/DVD
12;Электроника;Аксессуары для телевизоров, аудио, видео;Чехлы для MP3 плееров
12;Электроника;Аксессуары для телевизоров, аудио, видео;Прочее
12;Электроника;Компьютеры и ноутбуки;Ноутбуки
12;Электроника;Компьютеры и ноутбуки;Все ноутбуки
12;Электроника;Компьютеры и ноутбуки;Игровые ноутбуки
12;Электроника;Компьютеры и ноутбуки;Ультрабуки
12;Электроника;Компьютеры и ноутбуки;Компьютеры
12;Электроника;Компьютеры и ноутбуки;Системные блоки
12;Электроника;Компьютеры и ноутбуки;Игровые системные блоки
12;Электроника;Компьютеры и ноутбуки;Моноблоки
12;Электроника;Компьютеры и ноутбуки;Мониторы
12;Электроника;Компьютеры и ноутбуки;Планшеты и электронные книги
12;Электроника;Компьютеры и ноутбуки;Планшеты
12;Электроника;Компьютеры и ноутбуки;Планшеты Samsung
12;Электроника;Компьютеры и ноутбуки;Планшеты и компьютеры Apple
12;Электроника;Компьютеры и ноутбуки;Электронные книги
12;Электроника;Компьютеры и ноутбуки;Аксессуары для планшетов
12;Электроника;Компьютеры и ноутбуки;Мультимедиа
12;Электроника;Компьютеры и ноутбуки;Компьютерные колонки
12;Электроника;Компьютеры и ноутбуки;Веб-камеры
12;Электроника;Компьютеры и ноутбуки;Графические планшеты
12;Электроника;Компьютеры и ноутбуки;Наушники и гарнитуры
12;Электроника;Компьютеры и ноутбуки;Микрофоны
12;Электроника;Компьютеры и ноутбуки;Устройства ввода
12;Электроника;Компьютеры и ноутбуки;Компьютерные мыши
12;Электроника;Компьютеры и ноутбуки;Клавиатуры
12;Электроника;Компьютеры и ноутбуки;Комплекты клавиатура+мышь
12;Электроника;Компьютеры и ноутбуки;Игровые наборы
12;Электроника;Компьютеры и ноутбуки;Игровые манипуляторы
12;Электроника;Компьютеры и ноутбуки;Коврики для мыши
12;Электроника;Оргтехника;Принтеры
12;Электроника;Оргтехника;МФУ
12;Электроника;Оргтехника;Сканеры
12;Электроника;Оргтехника;Шредеры
12;Электроника;Оргтехника;Ламинаторы
12;Электроника;Оргтехника;Калькуляторы
12;Электроника;Оргтехника;Картриджи и тонер для принтеров/МФУ
12;Электроника;Оргтехника;Бумага для принтеров
12;Электроника;Оргтехника;Информационные носители
12;Электроника;Карты памяти;USB-флешки
12;Электроника;Карты памяти;Внешние жесткие диски
12;Электроника;Карты памяти;Tвердотельные накопители SSD
12;Электроника;Карты памяти;Медианосители
12;Электроника;Карты памяти;Карт-ридеры
12;Электроника;Карты памяти;Внешние оптические приводы
12;Электроника;Сетевое оборудование;Роутеры
12;Электроника;Сетевое оборудование;Коммутаторы
12;Электроника;Сетевое оборудование;Wi-Fi адаптеры
12;Электроника;Сетевое оборудование;Оборудование Powerline
12;Электроника;Сетевое оборудование;Усилители сигнала
12;Электроника;Сетевое оборудование;Сетевые кабели и адаптеры
12;Электроника;Сетевое оборудование;Компьютерные столы и кресла
12;Электроника;Мебель для оргтехники и компьютеров;Игровые кресла
12;Электроника;Мебель для оргтехники и компьютеров;Компьютерные столы
12;Электроника;Мебель для оргтехники и компьютеров;Стойки для CD/DVD
12;Электроника;Игровые аксессуары;Игровые клавиатуры
12;Электроника;Игровые аксессуары;Игровые мыши
12;Электроника;Игровые аксессуары;Игровые коврики
12;Электроника;Игровые аксессуары;Игровые гарнитуры
12;Электроника;Игровые аксессуары;Игровые наборы
12;Электроника;Игровые аксессуары;Джойстики
12;Электроника;Игровые аксессуары;Рули
12;Электроника;Игровые аксессуары;Геймпады
12;Электроника;Игровые аксессуары;Очки виртуальной реальности
12;Электроника;Игровые аксессуары;Игровые кресла
12;Электроника;Игровые аксессуары;Прочие игровые аксессуары
12;Электроника;Аксессуары для компьютеров и ноутбуков;Кабели для PC
12;Электроника;Аксессуары для компьютеров и ноутбуков;Сумки для ноутбуков
12;Электроника;Аксессуары для компьютеров и ноутбуков;Подставки для ноутбуков
12;Электроника;Аксессуары для компьютеров и ноутбуков;Плоки питания для ноутбуков
12;Электроника;Аксессуары для компьютеров и ноутбуков;Адаптеры Bluetooth
12;Электроника;Аксессуары для компьютеров и ноутбуков;USB-устройства
12;Электроника;Аксессуары для компьютеров и ноутбуков;Очки для компьютера
12;Электроника;Аксессуары для компьютеров и ноутбуков;Электропитание
12;Электроника;Аксессуары для компьютеров и ноутбуков;Средства для ухода за электроникой
12;Электроника;Аксессуары для планшетов;Чехлы для планшетов
12;Электроника;Аксессуары для планшетов;Защитные пленки для планшетов
12;Электроника;Аксессуары для планшетов;Защитные стекла для планшетов
12;Электроника;Аксессуары для планшетов;Зарядные устройства
12;Электроника;Аксессуары для планшетов;Карты памяти
12;Электроника;Аксессуары для планшетов;Внешние аккумуляторы
12;Электроника;Аксессуары для планшетов;Наушники и гарнитуры
12;Электроника;Аксессуары для планшетов;Bluetooth-гарнитуры
12;Электроника;Аксессуары для планшетов;Проводные гарнитуры
12;Электроника;Аксессуары для планшетов;Держатели для планшетов
12;Электроника;Аксессуары для планшетов;Дата-кабели
12;Электроника;Аксессуары для планшетов;Портативная акустика
12;Электроника;Аксессуары для планшетов;Док-станции
12;Электроника;Аксессуары для планшетов;Средства для ухода за электроникой
12;Электроника;Аксессуары для планшетов;Прочее
